instruction,answer
以泠泠瀑滴清为出句，续写律诗,贯串有规程。将讽观空偈，全胜照乘明。龙神多共惜，金玉比终轻。愿在玄晖手，常资物外情。
写一首思乡诗,青山一路带滹沱，复有垂杨拂玉珂。调马正宜春草软，望乡争奈白云多。美人花里扬鞭出，上客林中射雉过。相与晋王祠畔饮，英雄往事一悲歌。
写一首思乡诗,官暇懒偏宜，芸窗落照移。未能抛绂绶，且复叹栖迟。客况青藜在，乡心白雁知。诛茅曾四百，惭负岭云期。
以山水为主题，写一首律诗,乘兴来山寺，清樽共解颜。院深春昼永，香袅午风闲。短屐行应遍，危栏倦亦攀。白云飞不定，何处是乡关。
请仿写李白的诗,李白乘舟将欲行，忽闻岸上踏歌声。桃花潭水深千尺，不及汪伦送我情。
创作一首思乡诗,宦辙年来已倦游，风烟徒起望乡愁。玉堂天上无青眼，案牍丛中欲白头。贡水涨平新雨过，雩山木落晓风飕。纪行欲藉诗人句，安得当时赵倚楼。
写一首怀人诗，律诗,黄华山下故人庐，飞翠茏葱护隐居。驿路折梅春雪后，亭窗剪韭夜灯初。寒暄故事樽前话，梦寐新诗壁上书。明日过江人渐远，浮萍踪迹定何如。
以恋别山灯忆水灯为出句，续写绝句,山光水焰百千层。谢公留赏山公唤，知入笙歌阿那朋。
以思乡为主题，写一首诗,剩栽花木闹低墙，满刻诗文榜画堂。郁李齐开枝尚弱，牡丹垂谢蕊犹香。书生野趣人间少，游子佳时客里忙。准拟灯前儿女问，得君全不负春光。
以思乡为主题，写一首律诗,萧萧骢马憩三山，游子相逢一破颜。杨柳春风官舍静，桃花流水钓舟閒。棘端最险猴犹立，华表虽遥鹤欲还。早晚写书求附汝，鼎城千里寄柴关。
以火云初似灭为出句，续写律诗,晓角欲微清。故国行千里，新蝉忽数声。时行仍髣髴，度日更分明。不敢频倾耳，唯忧白发生。
创作一首流泪诗,涓涓初见出蒙时，到此澜奔势莫支。月臼捣琼千杵合，天机裁帛万丝垂。清秋雨歇猿听惯，遥夜风高鹤睡迟。独恨馀波落平地，成川又与浊流期。
续写律诗，逦迤前冈压后冈,一川桑柘好残阳。主人馈饷炊红黍，邻父携竿钓紫鲂。静极却嫌流水闹，闲多翻笑野云忙。有名不那无名客，独闭衡门避建康。
以思乡为主题，写一首诗,郁林东下对扶桑，黑雾沉山日晕黄。鹧鸪啼上桄榔树，一寸乡心万里长。
以哀伤为主题，写一首律诗,行间填积百悲欢，援笔旋愁慰语难。江路暗随鶗鴂老，北书又报牡丹残。端持手版期无罪，细数腰围幸未宽。寂寂自惊还汝忆，乡心应怯夜窗寒。
以怀古为主题，写一首律诗,南北世更迭，江山人重轻。澶渊出师诏，显德受降城。遗恨几时尽，寸心千载生。区区蓼花咏，痴计欲何成。
请仿写温庭筠的诗,路分溪石夹烟丛，十里萧萧古树风。出寺马嘶秋色里，向陵鸦乱夕阳中。竹间泉落山厨静，塔下僧归影殿空。犹有南朝旧碑在，耻将兴废问休公。
续写绝句，处处云山无尽时,桐庐南望转参差。舟人莫道新安近，欲上潺湲行自迟。
写一首思乡诗,舟泊渡头别路长，况逢重九寓他乡。一江波影依谁碧，两岸菊花为我黄。凉露沾衣唫里句，轻风落帽醉边觞。客中也得清平乐，万岁惟应祝圣王。
以彭蠡将天合为出句，续写律诗,姑苏在日边。宁亲候海色，欲动孝廉船。窈窕晴江转，参差远岫连。相思无昼夜，东泣似长川。
以垂杨拂岸草茸茸为出句，续写律诗,绣户帘前花影重。鲙下玉盘红缕细，酒开金瓮绿醅浓。中朝驸马何平叔，南国词人陆士龙。落日泛舟同醉处，回潭百丈映千峰。
以思乡为主题，写一首律诗,门掩千山黑，孤灯伴不眠。故乡在何处，今夕是穷年。住世真无系，为囚已自然。劳劳空岁月，得死似登仙。
以山水为主题，写一首诗,湖山回合处，吟眺旅怀清。偶会高深趣，因知鱼鸟情。江帆随雁过，岛树入云平。明发自兹去，看山又几程。
以水会三川漾碧波为出句，续写绝句,雕阴人唱采花歌。旧时白翟今荒壤，苇谷凄凄风雨多。
以十年分散剑关秋为出句，续写律诗,万事皆随锦水流。志气已曾明汉节，功名犹自滞吴钩。雕边认箭寒云重，马上听笳塞草愁。今日逢君倍惆怅，灌婴韩信尽封侯。
创作一首怀人诗，律诗,崛?奇赏忆当年，十里青山半管弦。啼鸟惯来红树里，落霞时堕酒杯前。锦衣公子雄三尺，彩笔诗人炫百篇。回首旧游成一梦，西风尘鬓独悽然。
以思乡为主题，写一首律诗,早晚看风色，扁舟阻阜阳。近乡心更急，为客日偏长。苇岸渔吹笛，沙汀雁叫霜。何当学欧九，买宅颍湖旁。
续写绝句，寺门连内绕丹岩,下界云开数过帆。遥指上皇翻曲处，百官题字满西嵌。
创作一首思乡诗,喃喃若为语，栖栖犹恋巢。乌衣故乡近，好去莫辞劳。
以送别为主题，写一首律诗,巴江秋月新，阁道发征轮。战胜真才子，名高动世人。工文能似舅，擢第去荣亲。十月天官待，应须早赴秦。
以闺怨为主题，写一首绝句,垂帘空见月昏黄，络纬啼来也断肠。几度系书君不答，雁飞应不到辽阳。
续写绝句，带雪南山道,和钟北阙明。太平当共贺，开化喝来声。
以风光引步酒开颜为出句，续写律诗,送老消春嵩洛间。朝蹋落花相伴出，暮随飞鸟一时还。我为病叟诚宜退，君是才臣岂合闲。可惜济时心力在，放教临水复登山。
创作一首愁绪诗，律诗,所亲在四方，飘萍无定处。非不数寄书，游子渺难遇。岁晚多疾风，黄叶落枯树。望远无人归，乌鹊故相误。
续写律诗，使君高义驱今古,寥落三年坐剑州。但见文翁能化俗，焉知李广未封侯。路经滟滪双蓬鬓，天入沧浪一钓舟。戎马相逢更何日，春风回首仲宣楼。
写一首喜悦诗，律诗,飞飞衮衮复扬扬，送尽春归客路傍。雪为有才曾拟咏，风因无力却欺狂。妆楼晓起萦奁白，水郭晴时满店香。莫向天涯凝望眼，楚宫隋苑正迷茫。
创作一首怀人诗,凤在阳冈鹤在皋，相思空遣梦劳劳。箫吹夜月江桥酒，槎泛秋风海市涛。故国山川吴分野，美人词赋楚离骚。琼花新制人争写，应使扬州纸价高。
续写律诗，清浊山中一气分,洞中仙籁静时闻。竹花生□□□□，桑叶抱茧蛾纷纷。夜月泛琴弦似磬，秋潭洗砚墨成云。海边兄弟无音息，斜日愁看绿峤曛。
以茫茫霭霭失西东为出句，续写绝句,柳浦桑村处处同。戍鼓一声帆影尽，水禽飞起夕阳中。
续写绝句，骡马缘风热,因此作你黄。涂药教驹匝，切恐结成囊。
以夏木鸟巢边为出句，续写律诗,终南岭色鲜。就凉安坐石，煮茗汲邻泉。钟远清霄半，蜩稀暑雨前。幽斋如葺罢，约我一来眠。
写一首愁绪诗，律诗,秋风动庭闱，游子赋无衣。谩托青云想，空令白日飞。江流来浩荡，树色带依微。西郡多朋达，停骖候远归。
创作一首思乡诗，律诗,死前生后事无涯，只系皇天不系才。得酒直须千日卧，摊书空过十年来。身同海燕家长寄，日与河鱼夜并开。深掩柴门对童稚，一冬飞尽故园梅。
以曾看轻舟渡远津为出句，续写绝句,无风著岸不经旬。只缘命蹇须知命，却是人争阻得人。
请仿写李白的诗,桃波一步地，了了语声闻。闇与山僧别，低头礼白云。
以哀伤为主题，写一首律诗,五日衡阳度小春，报时风雨送凉新。雨笼石鼓留奇观，渌染蒸湘别要津。天惠远臣晴入路，山怜游子霭征轮。离离不尽长亭思，露菊风林带白蘋。
请仿写白居易的诗,常忧到老都无子，何况新生又是儿。阴德自然宜有庆，皇天可得道无知。一园水竹今为主，百卷文章更付谁。莫虑鹓雏无浴处，即应重入凤皇池。
以愁绪为主题，写一首诗,转徙天涯眴十年，故乡岁月又频迁。衰门漫诩高阳里，薄产犹馀下噀田。菽水经时违色养，妻孥远道倍情牵。一杯且饮屠苏酒，话到团圞意惘然。
创作一首哀伤诗,孤号秋阁阴，韦令在时禽。觅伴海山黑，思乡橘柚深。举头闻旧曲，顾尾惜残金。憔悴不飞去，重君池上心。
以饱食缓行新睡觉为出句，续写绝句,一瓯新茗侍儿煎。脱巾斜倚绳床坐，风送水声来耳边。
请仿写杜甫的诗,昔在洛阳时，亲友相追攀。送客东郊道，遨游宿南山。烟尘阻长河，树羽成皋间。回首载酒地，岂无一日还。丈夫贵壮健，惨戚非朱颜。
写一首悼亡诗，律诗,共醉高楼听渭城，每依天末望神京。东吴雅度归公瑾，西汉清才数贾生。直以忧勤书短疏，肯将簪弁逐浮名。亦知昼夜通玄运，犹自临风寄哭声。
以怀人为主题，写一首律诗,旧游心事念多违，此夕怜君扣竹扉。客里清尊明月在，山中白社故人稀。凉归苑树秋声早，漏尽江城烛影微。畅饮莫辞同一醉，相思空遣泪沾衣。
续写律诗，朝元下赤墀,玉节使西夷。关陇风回首，河湟雪洒旗。碛砂行几月，戎帐到何时。应尽平生志，高全大国仪。
以思乡为主题，写一首诗,故园初入望，嘉客且同盟。倚槛观秋稼，吟诗对晚晴。浦寒鸿雁起，天暝水云横。急管休催发，悲歌正有情。
创作一首愁绪诗，律诗,登临酒面洒清风，竟日凭栏兴未穷。残雪楼台山向背，夕阳城郭水西东。客情到处身如寄，别恨他时梦可通。自叹不如华表鹤，故乡常在白云中。
创作一首哀伤诗，律诗,郁郁羁怀渺渺春，春归欲挽重伤神。江湖满地愁孤客，花雨高寒梦故人。慷慨论交逾骨肉，艰难时事况风尘。忧伤莫道儒冠误，浩荡乾坤未死身。
以规谏扬雄赋为出句，续写律诗,邅回贾谊官。久贫还往少，孤立转迁难。清镜流年急，高槐旅舍寒。侏儒亦何有，饱食向长安。
续写绝句，汉惠秦皇事已闻,庙前高木眼前云。楚王谩费闲心力，六里青山尽属君。
以雪鬓衰髯白布袍为出句，续写绝句,笑携赪鲤换村醪。慇勤留我宿溪上，钓艇归来明月高。
以人主词应不偶然为出句，续写绝句,几人曾说笑掀天。不知南苑今何在，借与张公三百年。
创作一首战争诗，律诗,马嘶风壮出边城，千里川原一望平。白日鼯鼪跳客路，斜阳驼马走荒程。遥岑影与云天合，极塞光分沙水明。大地渺如江海阔，远来车骑若帆轻。
以旧历关中忆废兴为出句，续写律诗,僭奢须戒俭须凭。火光只是烧秦冢，贼眼何曾视灞陵。钟鼓煎催人自急，侯王更换恨难胜。不如坐钓清溪月，心共寒潭一片澄。
以衮衮利名役为出句，续写律诗,常嗟聚会稀。有心游好景，无术驻残晖。南陌草争茂，西园花乱飞。期君举杯酒，不醉莫言归。
创作一首思乡诗，律诗,冢家爆竹物华殷，客子驱驰不暂閒。道远八千逢小岁，年过四十有衰颜。颂椒辞腊情偏懒，踏草探春兴未悭。节煖故园花信早，王程何日问刀环。
请仿写李白的诗,沐芳莫弹冠，浴兰莫振衣。处世忌太洁，志人贵藏辉。沧浪有钓叟，吾与尔同归。
请仿写王维的诗,画楼吹笛妓，金碗酒家胡。锦石称贞女，青松学大夫。脱貂贳桂醑，射雁与山厨。闻道高阳会，愚公谷正愚。
以静神凝思仰青冥为出句，续写绝句,此夕长天降瑞星。海上昨闻鹏羽翼，人间初见鹤仪形。
请仿写杜甫的诗,陈平亦分肉，太史竟论功。今日江南老，他时渭北童。欢娱看绝塞，涕泪落秋风。鸳鹭回金阙，谁怜病峡中。
以天临黄合如秋净为出句，续写律诗,日照洪钧若昼清。虎帐坐分真宰气，象筵吹出泰阶声。云霞自入淮王梦，风月谁含炀帝情。见说蓬莱百王发，玉皇吟出广陵城。
以思乡为主题，写一首绝句,海外犹留中国山，得埋骨便等生还。死心莫漫思吾土，天正残民如草菅。
创作一首思乡诗,岁晏百忧集，击节发商歌。商歌未终调，泪下如悬河。故乡渺何许，北斗高嵯峨。有家不可归，无家将奈何。
以山水为主题，写一首律诗,好奇成癖轻炎热，怀古登临第一关。渤海南横千叠浪，黄崖西接万重山。壮夫许国携长剑，名将筹边改旧颜。惆怅崩城伤往事，孟姜祠畔暮潮还。
续写绝句，心地正花放,五叶逐根随。共修般若惠，当来佛菩提。
续写绝句，家在闽山西复西,其中岁岁有莺啼。如今不在莺啼处，莺在旧时啼处啼。
以愁绪为主题，写一首绝句,符离学舍小于舟，醉后休嫌屋打头。犹胜长安宦游子，一生辛苦事王侯。
写一首失意诗，律诗,常愧无才动有权，十年乡里但留连。养成答飒人应笑，学得支离自谓贤。三馆旧游层汉上，一麾今守乱峰前。幸逢别驾如张轨，免对苏章说二天。
创作一首思乡诗，绝句,碧桃树底醉流霞，记得当年翠袖遮。今日漂零歌扇在，令人肠断故园花。
以露沾蔬草白为出句，续写律诗,天气转青高。叶下和秋吹，惊看两鬓毛。养羞因野鸟，为客讶蓬蒿。火急收田种，晨昏莫辞劳。
续写绝句，情亲由得意,得意遂情亲。新情终会故，会故亦经新。
创作一首思乡诗,相逢邂逅典文场，人世机心一笑忘。丽藻满籯堆锦绣，清谈终坐击琳琅。衣裘不羡公西胜，才术当知贾傅长。今日故园聊踯躅，他年要路看腾骧。
请仿写杜牧的诗,不语亭亭俨薄妆，画裙双凤郁金香。西京才子旁看取，何似乔家那窈娘。
以逐处花皆好为出句，续写律诗,随年貌自衰。红樱满眼日，白发半头时。倚树无言久，攀条欲放迟。临风两堪叹，如雪复如丝。
创作一首想家诗,秋心动瑶瑟，江上早寒多。昨见只如此，相思今若何。高天虚雁足，远道唱骊歌。无限怀人意，凉云带晓河。
续写绝句，救鲁亡吴事可伤,谁令利口说田常。吴亡必定由端木，鲁亦宜其运不长。
